Restaurant_ID,Restaurant_Name,Cuisine,City,State,Rating,Delivery_Time_Min,Menu_Item,Category,Price,Calories,Is_Veg
R0243,Mediterraneo,Mediterranean,Chicago,IL,3.6,34,Coffee,Snack,$3.99,1055,No
R0118,Mediterraneo,Mediterranean,Phoenix,AZ,4.4,32,Paneer Tikka,Dessert,$10.99,313,Yes
R0137,Cafe Delight,Cafe,New York,NY,4.2,45,Burger,Beverage,$8.99,153,Yes
R0243,Mediterraneo,Mediterranean,Houston,TX,3.8,59,Salad,Beverage,$7.49,702,Yes
R0210,Mediterraneo,Mediterranean,Houston,TX,4.1,45,Sushi Roll,Dessert,$11.99,203,Yes
R0202,BBQ Nation,American,Chicago,IL,3.7,50,Pizza,Starter,$12.99,382,No
R0122,Mediterraneo,Mediterranean,Boston,MA,4.8,24,Butter Chicken,Snack,$13.99,1191,No
R0203,Spice Route,Indian,Phoenix,AZ,3.5,46,Pasta,Starter,$10.49,721,No
R0015,Sushi Express,Japanese,Dallas,TX,4.3,41,Salad,Dessert,$7.49,231,No
R0251,Burger Haven,American,Los Angeles,CA,4.2,60,Taco,Beverage,$4.99,569,Yes
R0156,BBQ Nation,American,Boston,MA,3.7,33,Pizza,Beverage,$12.99,88,Yes
R0296,Mediterraneo,Mediterranean,Phoenix,AZ,4.5,15,Pizza,Beverage,$12.99,399,No
R0074,Mediterraneo,Mediterranean,Houston,TX,4.0,20,Salad,Starter,$7.49,127,Yes
R0251,Sushi Express,Japanese,Los Angeles,CA,4.2,17,Pasta,Dessert,$10.49,392,No
R0258,Sushi Express,Japanese,Seattle,WA,4.9,31,Salad,Main Course,$7.49,385,Yes
R0116,Mediterraneo,Mediterranean,Boston,MA,4.8,31,Burger,Dessert,$8.99,434,Yes
R0136,Spice Route,Indian,New York,NY,3.9,31,Butter Chicken,Starter,$13.99,260,No
R0245,Burger Haven,American,Phoenix,AZ,3.9,35,Taco,Starter,$4.99,245,No
R0244,Cafe Delight,Cafe,Seattle,WA,3.9,44,Pizza,Dessert,$12.99,174,Yes
R0004,Mediterraneo,Mediterranean,Houston,TX,3.5,41,Salad,Snack,$7.49,1009,Yes
R0123,Spice Route,Indian,Houston,TX,4.9,37,Sushi Roll,Dessert,$11.99,1154,Yes
R0108,Sushi Express,Japanese,Seattle,WA,4.9,40,Coffee,Main Course,$3.99,810,Yes
R0182,Taco Fiesta,Mexican,New York,NY,3.7,56,Pasta,Main Course,$10.49,509,Yes
R0110,Taco Fiesta,Mexican,Boston,MA,3.7,57,Salad,Beverage,$7.49,1083,Yes
R0189,Burger Haven,American,Chicago,IL,4.9,28,Pasta,Beverage,$10.49,1123,No
R0108,Cafe Delight,Cafe,Phoenix,AZ,4.2,43,Sushi Roll,Starter,$11.99,749,No
R0091,BBQ Nation,American,Phoenix,AZ,4.5,55,Butter Chicken,Dessert,$13.99,1059,Yes
R0084,Mediterraneo,Mediterranean,Boston,MA,3.9,56,Salad,Main Course,$7.49,95,No
R0104,Mediterraneo,Mediterranean,Seattle,WA,4.0,50,Coffee,Main Course,$3.99,342,No
R0194,Pizza Palace,Italian,Boston,MA,4.8,29,Pasta,Dessert,$10.49,104,Yes
R0084,BBQ Nation,American,Chicago,IL,4.2,45,Paneer Tikka,Main Course,$10.99,255,No
R0052,Spice Route,Indian,Los Angeles,CA,4.8,23,Pizza,Snack,$12.99,997,No
R0173,BBQ Nation,American,Seattle,WA,4.7,50,Pasta,Snack,$10.49,391,No
R0037,Spice Route,Indian,Seattle,WA,3.7,58,Salad,Beverage,$7.49,926,Yes
R0279,Healthy Bowl,Healthy,New York,NY,3.9,23,Pizza,Main Course,$12.99,527,Yes
R0122,Spice Route,Indian,Chicago,IL,4.5,41,Paneer Tikka,Starter,$10.99,538,Yes
R0168,Taco Fiesta,Mexican,Boston,MA,4.1,42,Pizza,Dessert,$12.99,433,Yes
R0161,BBQ Nation,American,Phoenix,AZ,3.6,57,Salad,Main Course,$7.49,841,Yes
R0256,Mediterraneo,Mediterranean,New York,NY,4.8,48,Pasta,Main Course,$10.49,1100,Yes
R0028,Cafe Delight,Cafe,Seattle,WA,4.2,57,Pasta,Snack,$10.49,805,Yes
R0109,BBQ Nation,American,New York,NY,4.2,24,Pizza,Dessert,$12.99,1027,No
R0295,Taco Fiesta,Mexican,Los Angeles,CA,4.5,19,Paneer Tikka,Starter,$10.99,122,No
R0201,Sushi Express,Japanese,Los Angeles,CA,4.2,17,Sushi Roll,Main Course,$11.99,714,Yes
R0163,BBQ Nation,American,Boston,MA,3.5,60,Salad,Starter,$7.49,545,Yes
R0028,Cafe Delight,Cafe,Chicago,IL,3.8,28,Butter Chicken,Starter,$13.99,883,Yes
R0196,Burger Haven,American,Houston,TX,4.5,35,Paneer Tikka,Snack,$10.99,929,No
R0152,Cafe Delight,Cafe,Houston,TX,3.9,49,Burger,Dessert,$8.99,924,Yes
R0154,Taco Fiesta,Mexican,Los Angeles,CA,3.9,35,Butter Chicken,Beverage,$13.99,556,No
R0034,Pizza Palace,Italian,Dallas,TX,3.7,45,Pasta,Main Course,$10.49,1021,Yes
R0237,Burger Haven,American,Dallas,TX,4.5,30,Butter Chicken,Beverage,$13.99,722,Yes
R0183,Burger Haven,American,Seattle,WA,3.8,41,Butter Chicken,Beverage,$13.99,765,No
R0295,Pizza Palace,Italian,Chicago,IL,4.7,41,Salad,Starter,$7.49,558,Yes
R0144,Mediterraneo,Mediterranean,Seattle,WA,3.5,36,Pasta,Snack,$10.49,700,Yes
R0188,Burger Haven,American,Phoenix,AZ,4.0,24,Coffee,Beverage,$3.99,248,No
R0281,Healthy Bowl,Healthy,Houston,TX,3.8,21,Pasta,Dessert,$10.49,942,Yes
R0023,Spice Route,Indian,New York,NY,4.3,53,Paneer Tikka,Starter,$10.99,1059,No
R0124,Pizza Palace,Italian,Boston,MA,4.6,34,Taco,Dessert,$4.99,742,No
R0032,Mediterraneo,Mediterranean,Boston,MA,4.6,17,Paneer Tikka,Main Course,$10.99,675,No
R0225,Burger Haven,American,Boston,MA,3.9,58,Sushi Roll,Main Course,$11.99,974,Yes
R0053,Cafe Delight,Cafe,Los Angeles,CA,4.1,15,Pasta,Beverage,$10.49,1167,No
R0257,Healthy Bowl,Healthy,Dallas,TX,4.8,60,Pasta,Beverage,$10.49,423,Yes
R0042,Burger Haven,American,Dallas,TX,4.2,52,Pizza,Starter,$12.99,1188,No
R0237,Burger Haven,American,Los Angeles,CA,4.8,48,Sushi Roll,Main Course,$11.99,626,No
R0186,Healthy Bowl,Healthy,Phoenix,AZ,4.2,55,Pizza,Snack,$12.99,177,Yes
R0292,BBQ Nation,American,Seattle,WA,3.6,19,Pasta,Snack,$10.49,1168,Yes
R0202,Pizza Palace,Italian,Boston,MA,3.7,27,Sushi Roll,Snack,$11.99,548,No
R0236,Pizza Palace,Italian,New York,NY,3.6,42,Paneer Tikka,Main Course,$10.99,784,Yes
R0112,Dragon Wok,Chinese,Seattle,WA,4.4,31,Butter Chicken,Main Course,$13.99,223,Yes
R0008,Burger Haven,American,Dallas,TX,3.9,37,Butter Chicken,Starter,$13.99,946,Yes
R0275,Mediterraneo,Mediterranean,Chicago,IL,4.5,59,Paneer Tikka,Dessert,$10.99,430,No
R0225,Taco Fiesta,Mexican,Dallas,TX,4.4,19,Pasta,Snack,$10.49,449,No
R0118,Mediterraneo,Mediterranean,Phoenix,AZ,3.8,59,Taco,Main Course,$4.99,890,No
R0255,BBQ Nation,American,Seattle,WA,4.9,35,Butter Chicken,Beverage,$13.99,1057,No
R0146,Burger Haven,American,Dallas,TX,4.3,31,Salad,Beverage,$7.49,644,No
R0018,Dragon Wok,Chinese,Seattle,WA,3.8,24,Salad,Dessert,$7.49,204,Yes
R0187,Sushi Express,Japanese,New York,NY,4.8,45,Paneer Tikka,Main Course,$10.99,824,No
R0125,Taco Fiesta,Mexican,New York,NY,4.5,37,Butter Chicken,Beverage,$13.99,976,Yes
R0228,Mediterraneo,Mediterranean,Phoenix,AZ,4.4,43,Noodles,Starter,$9.49,268,Yes
R0189,Taco Fiesta,Mexican,Houston,TX,4.9,34,Salad,Beverage,$7.49,455,No
R0294,Pizza Palace,Italian,Los Angeles,CA,4.5,43,Salad,Starter,$7.49,265,Yes
R0003,Pizza Palace,Italian,Boston,MA,4.4,55,Pasta,Beverage,$10.49,992,No
R0126,BBQ Nation,American,Chicago,IL,4.3,32,Noodles,Starter,$9.49,867,No
R0286,Pizza Palace,Italian,Boston,MA,3.7,46,Pizza,Starter,$12.99,235,No
R0037,Healthy Bowl,Healthy,Boston,MA,3.7,24,Taco,Main Course,$4.99,560,No
R0065,Cafe Delight,Cafe,Dallas,TX,3.7,60,Salad,Beverage,$7.49,1023,No
R0233,Burger Haven,American,Dallas,TX,3.6,51,Butter Chicken,Snack,$13.99,735,Yes
R0162,BBQ Nation,American,Houston,TX,4.1,49,Burger,Main Course,$8.99,325,Yes
R0192,Burger Haven,American,Houston,TX,4.9,39,Pasta,Snack,$10.49,1133,No
R0073,Healthy Bowl,Healthy,Dallas,TX,4.4,42,Salad,Starter,$7.49,812,Yes
R0143,Spice Route,Indian,Seattle,WA,4.7,47,Taco,Main Course,$4.99,891,No
R0044,Dragon Wok,Chinese,Chicago,IL,4.9,33,Burger,Starter,$8.99,157,No
R0076,BBQ Nation,American,Seattle,WA,4.5,54,Paneer Tikka,Beverage,$10.99,616,Yes
R0059,Healthy Bowl,Healthy,Houston,TX,4.4,54,Pasta,Starter,$10.49,495,No
R0062,Burger Haven,American,Seattle,WA,4.2,23,Butter Chicken,Starter,$13.99,864,Yes
R0269,Dragon Wok,Chinese,Boston,MA,3.6,59,Coffee,Dessert,$3.99,1200,No
R0271,Healthy Bowl,Healthy,Phoenix,AZ,3.9,22,Noodles,Starter,$9.49,514,No
R0232,Spice Route,Indian,Phoenix,AZ,4.5,58,Coffee,Main Course,$3.99,344,Yes
R0217,Taco Fiesta,Mexican,Phoenix,AZ,4.6,40,Pasta,Main Course,$10.49,588,Yes
R0204,Cafe Delight,Cafe,New York,NY,5.0,43,Butter Chicken,Snack,$13.99,837,No
R0102,Spice Route,Indian,Seattle,WA,4.2,37,Butter Chicken,Dessert,$13.99,450,No
R0299,BBQ Nation,American,Los Angeles,CA,4.0,37,Paneer Tikka,Main Course,$10.99,911,Yes
R0264,Healthy Bowl,Healthy,Chicago,IL,3.7,19,Noodles,Main Course,$9.49,548,Yes
R0249,Mediterraneo,Mediterranean,Los Angeles,CA,3.7,38,Pasta,Snack,$10.49,704,Yes
R0290,Dragon Wok,Chinese,Phoenix,AZ,4.9,24,Salad,Main Course,$7.49,358,No
R0046,Mediterraneo,Mediterranean,New York,NY,4.2,30,Burger,Snack,$8.99,904,No
R0136,Pizza Palace,Italian,Boston,MA,4.3,26,Butter Chicken,Beverage,$13.99,472,No
R0129,Mediterraneo,Mediterranean,Seattle,WA,3.9,38,Burger,Starter,$8.99,845,No
R0014,Dragon Wok,Chinese,Dallas,TX,4.1,57,Butter Chicken,Beverage,$13.99,782,Yes
R0034,Taco Fiesta,Mexican,Seattle,WA,4.0,32,Butter Chicken,Snack,$13.99,725,No
R0203,Taco Fiesta,Mexican,Chicago,IL,4.6,25,Pasta,Beverage,$10.49,1069,Yes
R0223,Sushi Express,Japanese,Houston,TX,4.7,15,Noodles,Beverage,$9.49,403,Yes
R0106,Spice Route,Indian,Chicago,IL,3.9,32,Noodles,Main Course,$9.49,241,Yes
R0177,Sushi Express,Japanese,Seattle,WA,4.3,60,Burger,Main Course,$8.99,326,Yes
R0174,Pizza Palace,Italian,Houston,TX,4.9,17,Salad,Beverage,$7.49,1099,No
R0164,Taco Fiesta,Mexican,Phoenix,AZ,3.5,56,Noodles,Beverage,$9.49,624,Yes
R0246,Healthy Bowl,Healthy,Boston,MA,4.6,39,Sushi Roll,Beverage,$11.99,908,No
R0263,Dragon Wok,Chinese,Los Angeles,CA,4.8,49,Coffee,Starter,$3.99,775,Yes
R0177,BBQ Nation,American,Seattle,WA,4.9,32,Paneer Tikka,Beverage,$10.99,884,Yes
R0019,Pizza Palace,Italian,Chicago,IL,4.5,36,Pasta,Dessert,$10.49,416,No
R0186,Cafe Delight,Cafe,New York,NY,4.3,46,Sushi Roll,Starter,$11.99,827,Yes
R0007,Taco Fiesta,Mexican,Dallas,TX,3.9,59,Pasta,Starter,$10.49,989,No
R0209,BBQ Nation,American,Phoenix,AZ,4.9,18,Noodles,Starter,$9.49,1102,No
R0081,Pizza Palace,Italian,Houston,TX,4.2,32,Noodles,Starter,$9.49,1031,Yes
R0195,Taco Fiesta,Mexican,Houston,TX,3.7,36,Burger,Beverage,$8.99,225,Yes
R0231,BBQ Nation,American,New York,NY,4.7,29,Noodles,Starter,$9.49,366,Yes
R0008,Cafe Delight,Cafe,Houston,TX,4.3,23,Burger,Starter,$8.99,1079,No
R0091,Sushi Express,Japanese,Boston,MA,4.3,42,Butter Chicken,Beverage,$13.99,869,No
R0095,Sushi Express,Japanese,Seattle,WA,3.8,25,Coffee,Main Course,$3.99,438,No
R0291,Dragon Wok,Chinese,Dallas,TX,4.8,15,Salad,Main Course,$7.49,1075,Yes
R0034,Spice Route,Indian,Houston,TX,4.8,60,Pasta,Dessert,$10.49,1167,No
R0253,Taco Fiesta,Mexican,Chicago,IL,3.5,34,Burger,Main Course,$8.99,1197,No
R0144,Mediterraneo,Mediterranean,Los Angeles,CA,4.2,15,Noodles,Beverage,$9.49,680,No
R0299,Spice Route,Indian,Boston,MA,4.4,50,Noodles,Beverage,$9.49,651,Yes
R0010,Mediterraneo,Mediterranean,Los Angeles,CA,3.7,22,Sushi Roll,Beverage,$11.99,485,Yes
R0085,Healthy Bowl,Healthy,New York,NY,4.1,22,Coffee,Starter,$3.99,179,No
R0205,Mediterraneo,Mediterranean,Chicago,IL,3.9,15,Coffee,Starter,$3.99,1092,No
R0140,Burger Haven,American,Phoenix,AZ,4.5,42,Sushi Roll,Dessert,$11.99,95,No
R0248,Burger Haven,American,Seattle,WA,5.0,53,Pizza,Snack,$12.99,470,No
R0198,Cafe Delight,Cafe,Los Angeles,CA,3.9,40,Salad,Beverage,$7.49,229,Yes
R0073,Pizza Palace,Italian,Boston,MA,4.3,60,Salad,Beverage,$7.49,735,No
R0120,BBQ Nation,American,Dallas,TX,4.1,57,Pasta,Beverage,$10.49,1102,Yes
R0123,Healthy Bowl,Healthy,Dallas,TX,4.7,59,Burger,Beverage,$8.99,1191,Yes
R0006,Cafe Delight,Cafe,Dallas,TX,4.4,42,Burger,Starter,$8.99,1001,Yes
R0091,Healthy Bowl,Healthy,Dallas,TX,4.9,56,Taco,Snack,$4.99,965,Yes
R0080,Mediterraneo,Mediterranean,Seattle,WA,4.4,28,Butter Chicken,Starter,$13.99,421,Yes
R0010,BBQ Nation,American,Los Angeles,CA,3.5,20,Pizza,Starter,$12.99,653,No
R0089,Cafe Delight,Cafe,Phoenix,AZ,4.5,41,Burger,Snack,$8.99,1144,Yes
R0130,Dragon Wok,Chinese,Chicago,IL,4.8,35,Pizza,Snack,$12.99,115,No
R0045,Cafe Delight,Cafe,Boston,MA,4.6,40,Butter Chicken,Starter,$13.99,86,No
R0070,Spice Route,Indian,Phoenix,AZ,4.8,36,Salad,Beverage,$7.49,227,Yes
R0128,Cafe Delight,Cafe,Los Angeles,CA,4.4,29,Burger,Starter,$8.99,509,Yes
R0259,Spice Route,Indian,Dallas,TX,3.7,58,Taco,Beverage,$4.99,888,No
R0013,Mediterraneo,Mediterranean,Los Angeles,CA,4.3,18,Pasta,Beverage,$10.49,1183,Yes
R0065,Sushi Express,Japanese,Boston,MA,4.2,58,Noodles,Main Course,$9.49,566,Yes
R0253,Spice Route,Indian,Houston,TX,4.1,35,Burger,Dessert,$8.99,766,No
R0291,Taco Fiesta,Mexican,Dallas,TX,4.8,33,Pasta,Dessert,$10.49,887,Yes
R0283,Healthy Bowl,Healthy,New York,NY,4.1,48,Coffee,Snack,$3.99,324,No
R0136,Spice Route,Indian,Los Angeles,CA,4.2,40,Sushi Roll,Main Course,$11.99,744,Yes
R0144,Pizza Palace,Italian,Seattle,WA,4.1,40,Butter Chicken,Main Course,$13.99,112,Yes
R0037,Spice Route,Indian,Phoenix,AZ,4.2,18,Burger,Starter,$8.99,690,No
R0299,Spice Route,Indian,Houston,TX,4.6,34,Noodles,Starter,$9.49,612,No
R0249,Burger Haven,American,Los Angeles,CA,4.4,45,Coffee,Main Course,$3.99,381,Yes
R0129,Dragon Wok,Chinese,Seattle,WA,4.1,23,Sushi Roll,Starter,$11.99,1122,Yes
R0241,Healthy Bowl,Healthy,New York,NY,3.8,36,Coffee,Main Course,$3.99,255,No
R0260,Mediterraneo,Mediterranean,Boston,MA,4.9,26,Sushi Roll,Dessert,$11.99,167,No
R0046,BBQ Nation,American,Phoenix,AZ,3.7,50,Salad,Starter,$7.49,263,No
R0279,Burger Haven,American,Chicago,IL,4.6,38,Butter Chicken,Snack,$13.99,753,No
R0124,Sushi Express,Japanese,Houston,TX,3.9,16,Taco,Starter,$4.99,144,No
R0065,Mediterraneo,Mediterranean,Seattle,WA,5.0,58,Butter Chicken,Dessert,$13.99,446,Yes
R0057,Dragon Wok,Chinese,Los Angeles,CA,4.1,45,Burger,Dessert,$8.99,553,No
R0129,Mediterraneo,Mediterranean,Los Angeles,CA,3.7,18,Pasta,Dessert,$10.49,1021,Yes
R0029,Mediterraneo,Mediterranean,Seattle,WA,4.1,45,Butter Chicken,Main Course,$13.99,274,Yes
R0262,Dragon Wok,Chinese,Boston,MA,4.5,19,Pizza,Starter,$12.99,921,No
R0044,Sushi Express,Japanese,New York,NY,3.8,28,Pasta,Starter,$10.49,817,No
R0050,Burger Haven,American,Dallas,TX,4.6,31,Coffee,Snack,$3.99,482,No
R0200,BBQ Nation,American,Houston,TX,4.8,22,Pizza,Main Course,$12.99,753,No
R0129,Taco Fiesta,Mexican,Boston,MA,3.7,28,Pasta,Snack,$10.49,704,Yes
R0286,Pizza Palace,Italian,Boston,MA,3.8,29,Coffee,Snack,$3.99,405,Yes
R0198,Burger Haven,American,Los Angeles,CA,4.4,37,Pasta,Beverage,$10.49,836,Yes
R0081,Cafe Delight,Cafe,Seattle,WA,4.0,24,Taco,Starter,$4.99,860,Yes
R0185,Pizza Palace,Italian,Boston,MA,4.3,23,Coffee,Dessert,$3.99,384,No
R0139,Dragon Wok,Chinese,Phoenix,AZ,4.5,54,Pizza,Main Course,$12.99,813,No
R0002,Taco Fiesta,Mexican,Houston,TX,4.0,21,Noodles,Snack,$9.49,413,Yes
R0068,Cafe Delight,Cafe,Los Angeles,CA,3.9,27,Sushi Roll,Starter,$11.99,395,No
R0143,Cafe Delight,Cafe,Phoenix,AZ,3.7,23,Butter Chicken,Main Course,$13.99,829,No
R0291,BBQ Nation,American,New York,NY,3.8,56,Pizza,Beverage,$12.99,1028,Yes
R0165,Burger Haven,American,New York,NY,4.7,57,Butter Chicken,Main Course,$13.99,341,Yes
R0037,Spice Route,Indian,Boston,MA,4.5,30,Sushi Roll,Starter,$11.99,544,Yes
R0021,Taco Fiesta,Mexican,Los Angeles,CA,4.4,39,Salad,Beverage,$7.49,501,Yes
R0175,Burger Haven,American,New York,NY,4.6,50,Pizza,Beverage,$12.99,950,Yes
R0258,Mediterraneo,Mediterranean,Houston,TX,4.5,38,Coffee,Starter,$3.99,869,Yes
R0248,Pizza Palace,Italian,Boston,MA,4.4,52,Butter Chicken,Dessert,$13.99,308,Yes
R0275,Sushi Express,Japanese,Phoenix,AZ,4.7,20,Pasta,Starter,$10.49,421,Yes
R0095,Healthy Bowl,Healthy,Houston,TX,4.7,58,Coffee,Dessert,$3.99,516,Yes
R0229,Cafe Delight,Cafe,Boston,MA,4.8,22,Pasta,Snack,$10.49,1144,No
R0108,Spice Route,Indian,Seattle,WA,4.9,33,Taco,Starter,$4.99,628,Yes
R0243,Mediterraneo,Mediterranean,Houston,TX,3.8,38,Pasta,Starter,$10.49,653,Yes
R0119,Pizza Palace,Italian,Houston,TX,4.6,32,Taco,Dessert,$4.99,1141,No
R0197,Cafe Delight,Cafe,Seattle,WA,4.0,39,Pasta,Dessert,$10.49,660,Yes
R0074,Spice Route,Indian,Los Angeles,CA,4.1,32,Noodles,Main Course,$9.49,375,Yes
R0240,Pizza Palace,Italian,Seattle,WA,4.1,39,Pasta,Dessert,$10.49,1112,Yes
R0083,Pizza Palace,Italian,Dallas,TX,4.0,23,Sushi Roll,Dessert,$11.99,988,Yes
R0223,Dragon Wok,Chinese,New York,NY,3.7,57,Pizza,Dessert,$12.99,684,No
R0217,Sushi Express,Japanese,Boston,MA,4.8,40,Burger,Dessert,$8.99,724,Yes
R0046,Pizza Palace,Italian,Los Angeles,CA,4.1,38,Salad,Main Course,$7.49,1170,No
R0291,Mediterraneo,Mediterranean,Seattle,WA,4.7,38,Pasta,Dessert,$10.49,761,Yes
R0289,Burger Haven,American,Boston,MA,4.9,23,Noodles,Main Course,$9.49,1127,No
R0123,Spice Route,Indian,New York,NY,4.0,57,Burger,Dessert,$8.99,667,Yes
R0249,Healthy Bowl,Healthy,New York,NY,4.0,24,Pizza,Beverage,$12.99,691,No
R0015,Pizza Palace,Italian,Houston,TX,4.3,57,Salad,Starter,$7.49,183,No
R0110,Sushi Express,Japanese,New York,NY,4.6,59,Burger,Snack,$8.99,544,No
R0174,BBQ Nation,American,Seattle,WA,4.8,54,Salad,Main Course,$7.49,158,Yes
R0239,BBQ Nation,American,Seattle,WA,4.1,47,Coffee,Starter,$3.99,583,Yes
R0030,Cafe Delight,Cafe,Houston,TX,4.8,45,Paneer Tikka,Starter,$10.99,1041,Yes
R0190,Burger Haven,American,Dallas,TX,4.1,33,Paneer Tikka,Dessert,$10.99,1023,Yes
R0091,Spice Route,Indian,Houston,TX,4.2,35,Burger,Main Course,$8.99,278,Yes
R0272,Mediterraneo,Mediterranean,Houston,TX,4.6,42,Salad,Main Course,$7.49,873,No
R0203,Healthy Bowl,Healthy,Los Angeles,CA,3.6,18,Paneer Tikka,Starter,$10.99,204,Yes
R0004,Mediterraneo,Mediterranean,Chicago,IL,3.8,52,Sushi Roll,Main Course,$11.99,821,No
R0095,Dragon Wok,Chinese,Chicago,IL,4.1,56,Salad,Snack,$7.49,760,Yes
R0235,Burger Haven,American,Houston,TX,4.1,46,Burger,Main Course,$8.99,631,Yes
R0127,Cafe Delight,Cafe,Chicago,IL,3.6,28,Pasta,Starter,$10.49,296,Yes
R0281,Healthy Bowl,Healthy,Dallas,TX,3.9,59,Coffee,Snack,$3.99,553,Yes
R0281,Burger Haven,American,New York,NY,5.0,20,Salad,Beverage,$7.49,977,Yes
R0096,Pizza Palace,Italian,Boston,MA,4.2,30,Pizza,Beverage,$12.99,892,No
R0206,Dragon Wok,Chinese,Dallas,TX,4.7,16,Salad,Main Course,$7.49,348,Yes
R0258,Healthy Bowl,Healthy,Houston,TX,4.8,17,Pasta,Beverage,$10.49,822,Yes
R0032,Cafe Delight,Cafe,Los Angeles,CA,4.2,60,Paneer Tikka,Beverage,$10.99,459,No
R0141,BBQ Nation,American,Seattle,WA,4.4,36,Pizza,Beverage,$12.99,232,Yes
R0057,Burger Haven,American,Dallas,TX,3.5,27,Burger,Starter,$8.99,490,No
R0179,Healthy Bowl,Healthy,Phoenix,AZ,4.0,31,Taco,Main Course,$4.99,923,No
R0027,BBQ Nation,American,Phoenix,AZ,4.6,60,Pizza,Snack,$12.99,524,No
R0141,Healthy Bowl,Healthy,Dallas,TX,4.2,53,Noodles,Beverage,$9.49,1118,Yes
R0256,Spice Route,Indian,Houston,TX,3.8,18,Paneer Tikka,Snack,$10.99,319,Yes
R0015,Sushi Express,Japanese,Boston,MA,4.1,32,Paneer Tikka,Main Course,$10.99,973,No
R0172,Taco Fiesta,Mexican,Chicago,IL,3.9,32,Salad,Beverage,$7.49,1120,No
R0251,Spice Route,Indian,New York,NY,4.5,36,Salad,Beverage,$7.49,112,Yes
R0234,Taco Fiesta,Mexican,Houston,TX,3.7,48,Sushi Roll,Snack,$11.99,688,Yes
R0266,Cafe Delight,Cafe,Seattle,WA,3.7,58,Coffee,Snack,$3.99,550,Yes
R0266,Mediterraneo,Mediterranean,Los Angeles,CA,3.7,39,Burger,Snack,$8.99,838,Yes
R0213,Mediterraneo,Mediterranean,Chicago,IL,4.9,30,Butter Chicken,Main Course,$13.99,942,No
R0184,BBQ Nation,American,Chicago,IL,4.4,52,Coffee,Dessert,$3.99,885,No
R0137,Pizza Palace,Italian,Houston,TX,4.7,15,Salad,Dessert,$7.49,199,Yes
R0232,Cafe Delight,Cafe,Houston,TX,4.9,47,Sushi Roll,Main Course,$11.99,596,No
R0143,Cafe Delight,Cafe,Phoenix,AZ,4.3,47,Pasta,Dessert,$10.49,527,Yes
R0008,Cafe Delight,Cafe,New York,NY,4.2,48,Coffee,Snack,$3.99,946,No
R0194,Sushi Express,Japanese,Boston,MA,4.4,18,Coffee,Main Course,$3.99,334,Yes
R0073,Sushi Express,Japanese,Chicago,IL,4.4,60,Salad,Snack,$7.49,372,No
R0020,Sushi Express,Japanese,Seattle,WA,4.7,30,Noodles,Snack,$9.49,759,No
R0082,Healthy Bowl,Healthy,New York,NY,3.5,35,Taco,Main Course,$4.99,1172,Yes
R0016,Healthy Bowl,Healthy,Boston,MA,4.0,21,Sushi Roll,Beverage,$11.99,461,No
R0093,Cafe Delight,Cafe,Seattle,WA,3.8,27,Paneer Tikka,Snack,$10.99,124,Yes
R0251,BBQ Nation,American,Houston,TX,4.0,56,Noodles,Starter,$9.49,452,No
R0060,BBQ Nation,American,Phoenix,AZ,4.1,22,Sushi Roll,Main Course,$11.99,394,No
R0162,Dragon Wok,Chinese,Seattle,WA,3.9,55,Salad,Snack,$7.49,254,Yes
R0198,Healthy Bowl,Healthy,Houston,TX,4.8,36,Salad,Starter,$7.49,805,Yes
R0147,BBQ Nation,American,Dallas,TX,4.8,17,Salad,Main Course,$7.49,781,No
R0015,Healthy Bowl,Healthy,Phoenix,AZ,4.2,35,Noodles,Main Course,$9.49,1055,Yes
R0258,Cafe Delight,Cafe,Seattle,WA,4.2,40,Salad,Beverage,$7.49,733,No
R0012,BBQ Nation,American,Seattle,WA,4.6,30,Noodles,Dessert,$9.49,377,No
R0125,Sushi Express,Japanese,New York,NY,4.8,15,Sushi Roll,Snack,$11.99,150,No
R0270,Dragon Wok,Chinese,New York,NY,4.3,56,Taco,Snack,$4.99,397,Yes
R0087,Burger Haven,American,Chicago,IL,3.9,56,Coffee,Starter,$3.99,532,No
R0037,Cafe Delight,Cafe,Seattle,WA,4.1,34,Burger,Dessert,$8.99,1067,Yes
R0126,Burger Haven,American,New York,NY,3.7,44,Sushi Roll,Snack,$11.99,903,No
R0123,Burger Haven,American,Houston,TX,4.9,34,Taco,Main Course,$4.99,793,No
R0030,Healthy Bowl,Healthy,Seattle,WA,3.7,43,Pasta,Starter,$10.49,293,No
R0122,Spice Route,Indian,Chicago,IL,3.6,55,Paneer Tikka,Starter,$10.99,369,Yes
R0181,Sushi Express,Japanese,Chicago,IL,3.9,46,Taco,Main Course,$4.99,928,Yes
R0225,Burger Haven,American,Boston,MA,4.4,16,Taco,Dessert,$4.99,486,Yes
R0163,Cafe Delight,Cafe,Phoenix,AZ,4.7,25,Burger,Beverage,$8.99,240,Yes
R0163,Healthy Bowl,Healthy,New York,NY,4.1,17,Pasta,Snack,$10.49,595,Yes
R0202,Healthy Bowl,Healthy,Houston,TX,4.2,58,Coffee,Main Course,$3.99,1013,No
R0095,Spice Route,Indian,Seattle,WA,3.7,56,Salad,Starter,$7.49,594,No
R0197,Healthy Bowl,Healthy,Chicago,IL,4.7,31,Sushi Roll,Main Course,$11.99,596,No
